,0,1
1248,GAINL,Gladstone Investment Corporation 
1249,GAINM,Gladstone Investment Corporation 
1250,GALT,Galectin Therapeutics Inc. 
1251,GAN,GAN Limited 
1252,GASS,"StealthGas, Inc. "
1253,GBCI,"Glacier Bancorp, Inc. "
1254,GBDC,"Golub Capital BDC, Inc. "
1255,GBIO,Generation Bio Co. 
1256,GBLI,"Global Indemnity Group, LLC "
1257,GBLIL,"Global Indemnity Group, LLC "
1258,GBT,"Global Blood Therapeutics, Inc. "
1259,GCBC,"Greene County Bancorp, Inc. "
1260,GCMG,GCM Grosvenor Inc. 
1261,GCMGW,GCM Grosvenor Inc. 
1262,GDEN,"Golden Entertainment, Inc. "
1263,GDRX,"GoodRx Holdings, Inc. "
1264,GDS,GDS Holdings Limited 
1265,GDYN,"Grid Dynamics Holdings, Inc. "
1266,GDYNW,"Grid Dynamics Holdings, Inc. "
1267,GEC,"Great Elm Capital Group, Inc.  "
1268,GECC,Great Elm Capital Corp. 
1269,GECCL,Great Elm Capital Corp. 
1270,GECCM,Great Elm Capital Corp. 
1271,GECCN,Great Elm Capital Corp. 
1272,GENC,Gencor Industries Inc. 
1273,GENE,Genetic Technologies Ltd 
1274,GENY,Principal Millennials Index ETF
1275,GERN,Geron Corporation 
1276,GEVO,"Gevo, Inc. "
1277,GFED,"Guaranty Federal Bancshares, Inc. "
1278,GFN,General Finance Corporation 
1279,GFNCP,General Finance Corporation 
1280,GFNSL,General Finance Corporation 
1281,GFNSZ,General Finance Corporation 
1282,GGAL,Grupo Financiero Galicia S.A. 
1283,GH,"Guardant Health, Inc. "
1284,GHIV,"Gores Holdings IV, Inc. "
1285,GHIVU,"Gores Holdings IV, Inc. "
1286,GHIVW,"Gores Holdings IV, Inc. "
1287,GHSI,"Guardion Health Sciences, Inc. "
1288,GIFI,"Gulf Island Fabrication, Inc. "
1289,GIGE,SoFi Gig Economy ETF
1290,GIII,G
1291,GILD,"Gilead Sciences, Inc. "
1292,GILT,Gilat Satellite Networks Ltd. 
1293,GLAD,Gladstone Capital Corporation 
1294,GLADD,Gladstone Capital Corporation 
1295,GLADL,Gladstone Capital Corporation 
1296,GLBS,Globus Maritime Limited 
1297,GLBZ,Glen Burnie Bancorp 
1298,GLDD,Great Lakes Dredge & Dock Corporation 
1299,GLDI,Credit Suisse Gold Shares Covered Call Exchange Traded Notes
1300,GLIBA,"GCI Liberty, Inc. "
1301,GLIBP,"GCI Liberty, Inc. "
1302,GLMD,Galmed Pharmaceuticals Ltd. 
1303,GLNG,Golar LNG Limited 
1304,GLPG,Galapagos NV 
1305,GLPI,"Gaming and Leisure Properties, Inc. "
1306,GLRE,"Greenlight Reinsurance, Ltd. "
1307,GLSI,"Greenwich LifeSciences, Inc. "
1308,GLTO,"Galecto, Inc. "
1309,GLUU,Glu Mobile Inc. 
1310,GLYC,"GlycoMimetics, Inc. "
1311,GMAB,Genmab A/S 
1312,GMBL,Esports Entertainment Group Inc. 
1313,GMBLW,Esports Entertainment Group Inc. 
1314,GMDA,Gamida Cell Ltd. 
1315,GMLP,Golar LNG Partners LP 
1316,GMLPP,Golar LNG Partners LP 
1317,GNCA,"Genocea Biosciences, Inc. "
1318,GNFT,GENFIT S.A. 
1319,GNLN,"Greenlane Holdings, Inc. "
1320,GNMA,iShares GNMA Bond ETF
1321,GNOM,Global X Genomics & Biotechnology ETF
1322,GNRS,Greenrose Acquisition Corp. 
1323,GNRSU,Greenrose Acquisition Corp. 
1324,GNRSW,Greenrose Acquisition Corp. 
1325,GNSS,Genasys Inc. 
1326,GNTX,Gentex Corporation 
1327,GNTY,"Guaranty Bancshares, Inc. "
1328,GNUS,"Genius Brands International, Inc. "
1329,GO,Grocery Outlet Holding Corp. 
1330,GOCO,"GoHealth, Inc. "
1331,GOGL,Golden Ocean Group Limited 
1332,GOGO,Gogo Inc. 
1333,GOOD,Gladstone Commercial Corporation 
1334,GOODM,Gladstone Commercial Corporation 
1335,GOODN,Gladstone Commercial Corporation 
1336,GOOG,Alphabet Inc. 
1337,GOOGL,Alphabet Inc. 
1338,GOSS,"Gossamer Bio, Inc. "
1339,GOVX,"GeoVax Labs, Inc. "
1340,GOVXW,"GeoVax Labs, Inc. "
1341,GP,GreenPower Motor Company Inc. 
1342,GPP,Green Plains Partners LP 
1343,GPRE,"Green Plains, Inc. "
1344,GPRO,"GoPro, Inc. "
1345,GRAY,"Graybug Vision, Inc. "
1346,GRBK,"Green Brick Partners, Inc. "
1347,GRCY,Greencity Acquisition Corporation 
1348,GRCYU,Greencity Acquisition Corporation 
1349,GRCYW,Greencity Acquisition Corporation 
1350,GRFS,"Grifols, S.A. "
1351,GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index Fund
1352,GRIL,"Muscle Maker, Inc "
1353,GRIN,Grindrod Shipping Holdings Ltd. 
1354,GRMN,Garmin Ltd. 
1355,GRNQ,Greenpro Capital Corp. 
1356,GRNV,GreenVision Acquisition Corp 
1357,GRNVR,GreenVision Acquisition Corp 
1358,GRNVU,GreenVision Acquisition Corp 
1359,GRNVW,GreenVision Acquisition Corp 
1360,GROW,"U.S. Global Investors, Inc. "
1361,GRPN,"Groupon, Inc. "
1362,GRSV,"Gores Holdings V, Inc. "
1363,GRSVU,"Gores Holdings V, Inc. "
1364,GRSVW,"Gores Holdings V, Inc. "
1365,GRTS,"Gritstone Oncology, Inc. "
1366,GRTX,"Galera Therapeutics, Inc. "
1367,GRVY,"GRAVITY Co., Ltd. "
1368,GRWG,GrowGeneration Corp. 
1369,GSBC,"Great Southern Bancorp, Inc. "
1370,GSHD,"Goosehead Insurance, Inc. "
1371,GSIT,"GSI Technology, Inc. "
1372,GSKY,"GreenSky, Inc. "
1373,GSM,Ferroglobe PLC 
1374,GSMG,Glory Star New Media Group Holdings Limited 
1375,GSMGW,Glory Star New Media Group Holdings Limited 
1376,GSUM,Gridsum Holding Inc. 
1377,GT,The Goodyear Tire & Rubber Company 
1378,GTEC,Greenland Technologies Holding Corporation 
1379,GTH,Genetron Holdings Limited 
1380,GTHX,"G1 Therapeutics, Inc. "
1381,GTIM,Good Times Restaurants Inc. 
1382,GTLS,"Chart Industries, Inc. "
1383,GTYH,"GTY Technology Holdings, Inc. "
1384,GURE,"Gulf Resources, Inc. "
1385,GVP,"GSE Systems, Inc. "
1386,GWACU,Good Works Acquisition Corp. 
1387,GWGH,"GWG Holdings, Inc "
1388,GWPH,GW Pharmaceuticals Plc 
1389,GWRS,"Global Water Resources, Inc. "
1390,GXGX,GX Acquisition Corp. 
1391,GXGXU,GX Acquisition Corp. 
1392,GXGXW,GX Acquisition Corp. 
1393,GXTG,Global X Thematic Growth ETF
1394,HA,"Hawaiian Holdings, Inc. "
1395,HAACU,Health Assurance Acquisition Corp. 
1396,HAFC,Hanmi Financial Corporation 
1397,HAIN,"The Hain Celestial Group, Inc. "
1398,HALL,"Hallmark Financial Services, Inc. "
1399,HALO,"Halozyme Therapeutics, Inc. "
1400,HAPP,Happiness Biotech Group Limited 
1401,HARP,"Harpoon Therapeutics, Inc. "
1402,HAS,"Hasbro, Inc. "
1403,HAYN,"Haynes International, Inc. "
1404,HBAN,Huntington Bancshares Incorporated 
1405,HBANN,Huntington Bancshares Incorporated 
1406,HBANO,Huntington Bancshares Incorporated 
1407,HBCP,"Home Bancorp, Inc. "
1408,HBIO,"Harvard Bioscience, Inc. "
1409,HBMD,"Howard Bancorp, Inc. "
1410,HBNC,"Horizon Bancorp, Inc. "
1411,HBP,"Huttig Building Products, Inc. "
1412,HBT,"HBT Financial, Inc. "
1413,HCAC,Hennessy Capital Acquisition Corp. IV 
1414,HCACU,Hennessy Capital Acquisition Corp. IV 
1415,HCACW,Hennessy Capital Acquisition Corp. IV 
1416,HCAP,Harvest Capital Credit Corporation 
1417,HCAPZ,Harvest Capital Credit Corporation 
1418,HCAT,"Health Catalyst, Inc "
1419,HCCH,HL Acquisitions Corp. 
1420,HCCHR,HL Acquisitions Corp. 
1421,HCCHU,HL Acquisitions Corp. 
1422,HCCHW,HL Acquisitions Corp. 
1423,HCCI,Heritage
1424,HCDI,"Harbor Custom Development, Inc. "
1425,HCKT,"The Hackett Group, Inc. "
1426,HCM,Hutchison China MediTech Limited 
1427,HCSG,"Healthcare Services Group, Inc. "
1428,HDS,"HD Supply Holdings, Inc. "
1429,HDSN,"Hudson Technologies, Inc. "
1430,HEAR,Turtle Beach Corporation 
1431,HEC,Hudson Executive Investment Corp. 
1432,HECCU,Hudson Executive Investment Corp. 
1433,HECCW,Hudson Executive Investment Corp. 
1434,HEES,"H&E Equipment Services, Inc. "
1435,HELE,Helen of Troy Limited 
1436,HEPA,"Hepion Pharmaceuticals, Inc. "
1437,HERD,Pacer Cash Cows Fund of Funds ETF
1438,HFEN,HF Enterprises Inc. 
1439,HFFG,HF Foods Group Inc. 
1440,HFWA,Heritage Financial Corporation 
1441,HGBL,Heritage Global Inc. 
1442,HGEN,"Humanigen, Inc. "
1443,HGSH,"China HGS Real Estate, Inc. "
1444,HHR,HeadHunter Group PLC 
1445,HIBB,"Hibbett Sports, Inc. "
1446,HIFS,Hingham Institution for Savings 
1447,HIHO,Highway Holdings Limited 
1448,HIMX,"Himax Technologies, Inc. "
1449,HJLI,"Hancock Jaffe Laboratories, Inc. "
1450,HJLIW,"Hancock Jaffe Laboratories, Inc. "
1451,HLAL,Wahed FTSE USA Shariah ETF
1452,HLIO,"Helios Technologies, Inc. "
1453,HLIT,Harmonic Inc. 
1454,HLNE,Hamilton Lane Incorporated 
1455,HLXA,Helix Acquisition Corp. 
1456,HMHC,Houghton Mifflin Harcourt Company 
1457,HMNF,"HMN Financial, Inc. "
1458,HMST,"HomeStreet, Inc. "
1459,HMSY,HMS Holdings Corp 
1460,HMTV,"Hemisphere Media Group, Inc. "
1461,HNDL,Strategy Shares Nasdaq 7HANDL Index ETF
1462,HNRG,Hallador Energy Company 
1463,HOFT,Hooker Furniture Corporation 
1464,HOFV,Hall of Fame Resort &amp; Entertainment Company 
1465,HOFVW,Hall of Fame Resort &amp; Entertainment Company 
1466,HOL,Holicity Inc. 
1467,HOLI,"Hollysys Automation Technologies, Ltd. "
1468,HOLUU,Holicity Inc. 
1469,HOLUW,Holicity Inc. 
1470,HOLX,"Hologic, Inc. "
1471,HOMB,"Home BancShares, Inc. "
1472,HONE,"HarborOne Bancorp, Inc. "
1473,HOOK,HOOKIPA Pharma Inc. 
1474,HOPE,"Hope Bancorp, Inc. "
1475,HOTH,"Hoth Therapeutics, Inc. "
1476,HOVNP,Hovnanian Enterprises Inc 
1477,HPK,"HighPeak Energy, Inc. "
1478,HPKEW,"HighPeak Energy, Inc. "
1479,HQI,"HireQuest, Inc. "
1480,HQY,"HealthEquity, Inc. "
1481,HRMY,"Harmony Biosciences Holdings, Inc. "
1482,HROW,"Harrow Health, Inc. "
1483,HRTX,"Heron Therapeutics, Inc.   "
1484,HRZN,Horizon Technology Finance Corporation 
1485,HSAQ,Health Sciences Acquisitions Corporation 2 
1486,HSDT,"Helius Medical Technologies, Inc. "
1487,HSIC,"Henry Schein, Inc. "
1488,HSII,"Heidrick & Struggles International, Inc. "
1489,HSKA,Heska Corporation 
1490,HSON,"Hudson Global, Inc. "
1491,HST,Host Hotels  
1492,HSTM,"HealthStream, Inc. "
1493,HSTO,Histogen Inc. 
1494,HTBI,"HomeTrust Bancshares, Inc. "
1495,HTBK,Heritage Commerce Corp 
1496,HTBX,"Heat Biologics, Inc. "
1497,HTGM,"HTG Molecular Diagnostics, Inc. "
1498,HTHT,Huazhu Group Limited 
1499,HTIA,"Healthcare Trust, Inc. "
1500,HTLD,"Heartland Express, Inc. "
1501,HTLF,"Heartland Financial USA, Inc. "
1502,HTLFP,"Heartland Financial USA, Inc. "
1503,HUBG,"Hub Group, Inc. "
1504,HUGE,FSD Pharma Inc. 
1505,HUIZ,Huize Holding Limited 
1506,HURC,"Hurco Companies, Inc. "
1507,HURN,Huron Consulting Group Inc. 
1508,HUSN,Hudson Capital Inc. 
1509,HVBC,"HV Bancorp, Inc. "
1510,HWBK,"Hawthorn Bancshares, Inc. "
1511,HWC,Hancock Whitney Corporation 
1512,HWCC,Houston Wire & Cable Company 
1513,HWCPL,Hancock Whitney Corporation 
1514,HWCPZ,Hancock Whitney Corporation 
1515,HWKN,"Hawkins, Inc. "
1516,HX,Hexindai Inc. 
1517,HYAC,Haymaker Acquisition Corp. II 
1518,HYACU,Haymaker Acquisition Corp. II 
1519,HYACW,Haymaker Acquisition Corp. II 
1520,HYLS,First Trust High Yield Long/Short ETF
1521,HYMCW,Hycroft Mining Holding Corporation 
1522,HYMCZ,Hycroft Mining Holding Corporation 
1523,HYRE,HyreCar Inc. 
1524,HYXF,iShares ESG Advanced High Yield Corporate Bond ETF
1525,IAC,IAC/InterActiveCorp 
1526,IART,Integra LifeSciences Holdings Corporation 
1527,IBB,iShares Nasdaq Biotechnology Index Fund
1528,IBEX,IBEX Limited 
1529,IBKR,"Interactive Brokers Group, Inc. "
1530,IBOC,International Bancshares Corporation 
1531,IBTA,iShares iBonds Dec 2021 Term Treasury ETF
1532,ICAD,icad inc. 
1533,ICBK,"County Bancorp, Inc. "
1534,ICCC,ImmuCell Corporation 
1535,ICCH,"ICC Holdings, Inc. "
1536,ICFI,"ICF International, Inc. "
1537,ICHR,Ichor Holdings 
1538,ICLK,iClick Interactive Asia Group Limited 
1539,ICLN,iShares S&P Global Clean Energy Index Fund
1540,ICMB,"Investcorp Credit Management BDC, Inc. "
1541,ICON,"Iconix Brand Group, Inc. "
1542,ICPT,"Intercept Pharmaceuticals, Inc. "
1543,ICUI,"ICU Medical, Inc. "
1544,IDCC,"InterDigital, Inc. "
1545,IDEX,"Ideanomics, Inc. "
1546,IDLB,Invesco FTSE International Low Beta Equal Weight ETF
1547,IDRA,"Idera Pharmaceuticals, Inc. "
1548,IDXG,"Interpace Biosciences, Inc. "
1549,IDXX,"IDEXX Laboratories, Inc. "
1550,IDYA,"IDEAYA Biosciences, Inc. "
1551,IEA,"Infrastructure and Energy Alternatives, Inc. "
1552,IEAWW,"Infrastructure and Energy Alternatives, Inc. "
1553,IEC,IEC Electronics Corp. 
1554,IEF,iShares 7
1555,IEI,iShares 3
1556,IEP,Icahn Enterprises L.P. 
1557,IESC,"IES Holdings, Inc. "
1558,IEUS,iShares MSCI Europe Small
1559,IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex
1560,IFMK,iFresh Inc. 
1561,IFRX,InflaRx N.V. 
1562,IFV,First Trust Dorsey Wright International Focus 5 ETF
1563,IGACU,IG Acquisition Corp. 
1564,IGACW,IG Acquisition Corp. 
1565,IGF,iShares Global Infrastructure ETF
1566,IGIC,International General Insurance Holdings Ltd. 
1567,IGICW,International General Insurance Holdings Ltd. 
1568,IGMS,"IGM Biosciences, Inc. "
1569,IGOV,iShares International Treasury Bond ETF
1570,IHRT,"iHeartMedia, Inc. "
1571,IHYF,Invesco High Yield Bond Factor ETF
1572,IIIN,"Insteel Industries, Inc. "
1573,IIIV,"i3 Verticals, Inc. "
1574,IIN,IntriCon Corporation 
1575,IIVI,II
1576,IIVIP,II
1577,IJT,iShares S&P Small
1578,IKNX,Ikonics Corporation 
1579,ILMN,"Illumina, Inc. "
1580,ILPT,Industrial Logistics Properties Trust 
1581,IMAB,I
1582,IMAC,"IMAC Holdings, Inc. "
1583,IMACW,"IMAC Holdings, Inc. "
1584,IMBI,"iMedia Brands, Inc. "
1585,IMGN,"ImmunoGen, Inc. "
1586,IMKTA,"Ingles Markets, Incorporated "
1587,IMMP,Immutep Limited 
1588,IMMR,Immersion Corporation 
1589,IMNM,"Immunome, Inc. "
1590,IMOS,ChipMOS TECHNOLOGIES INC. 
1591,IMRA,IMARA Inc. 
1592,IMRN,Immuron Limited 
1593,IMRNW,Immuron Limited 
1594,IMTE,Integrated Media Technology Limited 
1595,IMTX,Immatics N.V. 
1596,IMTXW,Immatics N.V. 
1597,IMUX,"Immunic, Inc.  "
1598,IMV,IMV Inc. 
1599,IMVT,"Immunovant, Inc.  "
1600,IMXI,"International Money Express, Inc. "
1601,INAQ,INSU Acquisition Corp. II 
1602,INAQU,INSU Acquisition Corp. II 
1603,INAQW,INSU Acquisition Corp. II 
1604,INBK,First Internet Bancorp 
1605,INBKL,First Internet Bancorp 
1606,INBKZ,First Internet Bancorp 
1607,INBX,"Inhibrx, Inc. "
1608,INCY,Incyte Corporation 
1609,INDB,Independent Bank Corp. 
1610,INDY,iShares S&P India Nifty 50 Index Fund
1611,INFN,Infinera Corporation 
1612,INFR,Legg Mason Global Infrastructure ETF
1613,INM,InMed Pharmaceuticals Inc. 
1614,INMB,INmune Bio Inc. 
1615,INMD,InMode Ltd.  
1616,INO,"Inovio Pharmaceuticals, Inc. "
1617,INOD,Innodata Inc. 
1618,INOV,"Inovalon Holdings, Inc. "
1619,INPX,Inpixon  
1620,INSE,"Inspired Entertainment, Inc. "
1621,INSG,Inseego Corp. 
1622,INSM,"Insmed, Inc. "
1623,INTC,Intel Corporation 
1624,INTG,The Intergroup Corporation 
1625,INTU,Intuit Inc. 
1626,INTZ,Intrusion Inc. 
1627,INVA,"Innoviva, Inc. "
1628,INVE,"Identiv, Inc. "
1629,INVO,"INVO BioScience, Inc. "
1630,INZY,"Inozyme Pharma, Inc. "
1631,IONS,"Ionis Pharmaceuticals, Inc. "
1632,IOSP,Innospec Inc. 
1633,IOVA,"Iovance Biotherapeutics, Inc. "
1634,IPAR,"Inter Parfums, Inc. "
1635,IPDN,"Professional Diversity Network, Inc. "
1636,IPGP,IPG Photonics Corporation 
1637,IPHA,Innate Pharma S.A. 
1638,IPHI,Inphi Corporation 
1639,IPKW,Invesco International BuyBack Achievers ETF
1640,IPWR,Ideal Power Inc. 
1641,IQ,"iQIYI, Inc. "
1642,IRBT,iRobot Corporation 
1643,IRCP,IRSA Propiedades Comerciales S.A. 
1644,IRDM,Iridium Communications Inc 
1645,IRIX,IRIDEX Corporation 
1646,IRMD,iRadimed Corporation 
1647,IROQ,"IF Bancorp, Inc. "
1648,IRTC,"iRhythm Technologies, Inc. "
1649,IRWD,"Ironwood Pharmaceuticals, Inc. "
1650,ISBC,"Investors Bancorp, Inc. "
1651,ISDX,Invesco RAFI Strategic Developed ex
1652,ISEE,"IVERIC bio, Inc. "
1653,ISEM,Invesco RAFI Strategic Emerging Markets ETF
1654,ISIG,"Insignia Systems, Inc. "
1655,ISNS,"Image Sensing Systems, Inc. "
1656,ISRG,"Intuitive Surgical, Inc. "
1657,ISSC,"Innovative Solutions and Support, Inc. "
1658,ISTB,iShares Core 1
1659,ISTR,Investar Holding Corporation 
1660,ITAC,"Industrial Tech Acquisitions, Inc. "
1661,ITACU,"Industrial Tech Acquisitions, Inc. "
1662,ITACW,"Industrial Tech Acquisitions, Inc. "
1663,ITCI,Intra
1664,ITI,"Iteris, Inc. "
1665,ITIC,Investors Title Company 
1666,ITMR,Itamar Medical Ltd. 
1667,ITOS,"iTeos Therapeutics, Inc. "
1668,ITRI,"Itron, Inc. "
1669,ITRM,Iterum Therapeutics plc 
1670,ITRN,Ituran Location and Control Ltd. 
1671,IUS,Invesco RAFI Strategic US ETF
1672,IVAC,"Intevac, Inc. "
1673,IXUS,iShares Core MSCI Total International Stock ETF
1674,JACK,Jack In The Box Inc. 
1675,JAGX,"Jaguar Health, Inc. "
1676,JAKK,"JAKKS Pacific, Inc. "
1677,JAMF,Jamf Holding Corp. 
1678,JAN,JanOne Inc. 
1679,JAZZ,Jazz Pharmaceuticals plc 
1680,JBHT,"J.B. Hunt Transport Services, Inc. "
1681,JBLU,JetBlue Airways Corporation 
1682,JBSS,"John B. Sanfilippo & Son, Inc. "
1683,JCOM,"j2 Global, Inc. "
1684,JCS,"Communications Systems, Inc. "
1685,JCTCF,Jewett
1686,JD,"JD.com, Inc. "
1687,JFIN,Jiayin Group Inc. 
1688,JFU,9F Inc. 
1689,JG,Aurora Mobile Limited 
1690,JJSF,J & J Snack Foods Corp. 
1691,JKHY,"Jack Henry & Associates, Inc. "
1692,JKI,iShares Morningstar Mid
1693,JMPNL,JMP Group LLC 
1694,JMPNZ,JMP Group LLC 
1695,JNCE,"Jounce Therapeutics, Inc. "
1696,JOBS,"51job, Inc. "
1697,JOET,Virtus Terranova U.S. Quality Momentum ETF
1698,JRJC,China Finance Online Co. Limited 
1699,JRSH,"Jerash Holdings (US), Inc. "
1700,JRVR,"James River Group Holdings, Ltd. "
1701,JSM,Navient Corporation 
1702,JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF
1703,JUPWW,"Jupiter Wellness, Inc. "
1704,JVA,"Coffee Holding Co., Inc. "
1705,JYAC,Jiya Acquisition Corp. 
1706,JYNT,The Joint Corp. 
1707,KALA,"Kala Pharmaceuticals, Inc. "
1708,KALU,Kaiser Aluminum Corporation 
1709,KALV,"KalVista Pharmaceuticals, Inc. "
1710,KBAL,"Kimball International, Inc. "
1711,KBNT,"Kubient, Inc. "
1712,KBNTW,"Kubient, Inc. "
1713,KBSF,KBS Fashion Group Limited 
1714,KBWB,Invesco KBW Bank ETF
1715,KCAPL,Portman Ridge Finance Corporation 
1716,KDMN,"Kadmon Holdings, Inc. "
1717,KDNY,"Chinook Therapeutics, Inc. "
1718,KDP,Keurig Dr Pepper Inc. 
1719,KE,"Kimball Electronics, Inc. "
1720,KELYA,"Kelly Services, Inc. "
1721,KELYB,"Kelly Services, Inc. "
1722,KEQU,Kewaunee Scientific Corporation 
1723,KERN,Akerna Corp. 
1724,KERNW,Akerna Corp. 
1725,KFFB,Kentucky First Federal Bancorp 
1726,KFRC,"Kforce, Inc. "
1727,KHC,The Kraft Heinz Company 
1728,KIDS,OrthoPediatrics Corp. 
1729,KIN,"Kindred Biosciences, Inc. "
1730,KINS,"Kingstone Companies, Inc "
1731,KIRK,"Kirkland's, Inc. "
1732,KLAC,KLA Corporation  
1733,KLDO,"Kaleido Biosciences, Inc. "
1734,KLIC,"Kulicke and Soffa Industries, Inc. "
1735,KLXE,"KLX Energy Services Holdings, Inc.  "
1736,KMDA,Kamada Ltd. 
1737,KNDI,"Kandi Technologies Group, Inc. "
1738,KNSA,"Kiniksa Pharmaceuticals, Ltd. "
1739,KNSL,"Kinsale Capital Group, Inc. "
1740,KNTE,Kinnate Biopharma Inc. 
1741,KOD,Kodiak Sciences Inc 
1742,KOPN,Kopin Corporation 
1743,KOR,Corvus Gold Inc. 
1744,KOSS,Koss Corporation 
1745,KPTI,Karyopharm Therapeutics Inc. 
1746,KRBP,"Kiromic BioPharma, Inc. "
1747,KRKR,36Kr Holdings Inc. 
1748,KRMA,Global X Conscious Companies ETF
1749,KRNT,Kornit Digital Ltd. 
1750,KRNY,Kearny Financial 
1751,KRON,"Kronos Bio, Inc. "
1752,KROS,"Keros Therapeutics, Inc. "
1753,KRTX,"Karuna Therapeutics, Inc. "
1754,KRUS,"Kura Sushi USA, Inc. "
1755,KRYS,"Krystal Biotech, Inc. "
1756,KSMT,Kismet Acquisition One Corp 
1757,KSMTU,Kismet Acquisition One Corp 
1758,KSMTW,Kismet Acquisition One Corp 
1759,KSPN,Kaspien Holdings Inc. 
1760,KTCC,Key Tronic Corporation 
1761,KTOS,"Kratos Defense & Security Solutions, Inc. "
1762,KTOV,Kitov Pharma Ltd. 
1763,KTRA,"Kintara Therapeutics, Inc. "
1764,KURA,"Kura Oncology, Inc. "
1765,KVHI,"KVH Industries, Inc. "
1766,KXIN,Kaixin Auto Holdings 
1767,KYMR,"Kymera Therapeutics, Inc. "
1768,KZIA,Kazia Therapeutics Limited 
1769,KZR,"Kezar Life Sciences, Inc. "
1770,LACQ,Leisure Acquisition Corp. 
1771,LACQU,Leisure Acquisition Corp. 
1772,LACQW,Leisure Acquisition Corp. 
1773,LAKE,"Lakeland Industries, Inc. "
1774,LAMR,Lamar Advertising Company 
1775,LANC,Lancaster Colony Corporation 
1776,LAND,Gladstone Land Corporation 
1777,LANDO,Gladstone Land Corporation 
1778,LANDP,Gladstone Land Corporation 
1779,LARK,Landmark Bancorp Inc. 
1780,LASR,"nLIGHT, Inc. "
1781,LATN,Union Acquisition Corp. II 
1782,LATNU,Union Acquisition Corp. II 
1783,LATNW,Union Acquisition Corp. II 
1784,LAUR,"Laureate Education, Inc. "
1785,LAWS,"Lawson Products, Inc. "
1786,LAZR,"Luminar Technologies, Inc.  "
1787,LAZRW,"Luminar Technologies, Inc.  "
1788,LAZY,"Lazydays Holdings, Inc. "
1789,LBAI,"Lakeland Bancorp, Inc. "
1790,LBC,Luther Burbank Corporation 
1791,LBRDA,Liberty Broadband Corporation 
1792,LBRDK,Liberty Broadband Corporation 
1793,LBTYA,Liberty Global plc 
1794,LBTYB,Liberty Global plc 
1795,LBTYK,Liberty Global plc 
1796,LCA,"Landcadia Holdings II, Inc. "
1797,LCAHU,"Landcadia Holdings II, Inc. "
1798,LCAHW,"Landcadia Holdings II, Inc. "
1799,LCAP,Lionheart Acquisition Corp. II 
1800,LCAPU,Lionheart Acquisition Corp. II 
1801,LCAPW,Lionheart Acquisition Corp. II 
1802,LCNB,LCNB Corporation 
1803,LCUT,"Lifetime Brands, Inc. "
1804,LCY,"Landcadia Holdings III, Inc. "
1805,LCYAU,"Landcadia Holdings III, Inc. "
1806,LCYAW,"Landcadia Holdings III, Inc. "
1807,LDEM,iShares ESG MSCI EM Leaders ETF
1808,LECO,"Lincoln Electric Holdings, Inc. "
1809,LEDS,SemiLEDS Corporation 
1810,LEGH,Legacy Housing Corporation 
1811,LEGN,Legend Biotech Corporation 
1812,LEGR,First Trust Indxx Innovative Transaction & Process ETF
1813,LEVL,"Level One Bancorp, Inc. "
1814,LEVLP,"Level One Bancorp, Inc. "
1815,LFAC,LF Capital Acquistion Corp. 
1816,LFACU,LF Capital Acquistion Corp. 
1817,LFACW,LF Capital Acquistion Corp. 
1818,LFTRU,Lefteris Acquisition Corp. 
1819,LFUS,"Littelfuse, Inc. "
1820,LFVN,Lifevantage Corporation 
1821,LGHL,Lion Group Holding Ltd. 
1822,LGHLW,Lion Group Holding Ltd. 
1823,LGIH,"LGI Homes, Inc. "
1824,LGND,Ligand Pharmaceuticals Incorporated 
1825,LHCG,LHC Group 
1826,LI,Li Auto Inc. 
1827,LIFE,"aTyr Pharma, Inc. "
1828,LILA,Liberty Latin America Ltd. 
1829,LILAK,Liberty Latin America Ltd. 
1830,LINC,Lincoln Educational Services Corporation 
1831,LIND,Lindblad Expeditions Holdings Inc.  
1832,LIQT,"LiqTech International, Inc. "
1833,LITE,Lumentum Holdings Inc. 
1834,LIVE,Live Ventures Incorporated 
1835,LIVK,LIV Capital Acquisition Corp. 
1836,LIVKU,LIV Capital Acquisition Corp. 
1837,LIVKW,LIV Capital Acquisition Corp. 
1838,LIVN,LivaNova PLC 
1839,LIVX,"LiveXLive Media, Inc. "
1840,LIXT,"Lixte Biotechnology Holdings, Inc. "
1841,LIXTW,"Lixte Biotechnology Holdings, Inc. "
1842,LIZI,LIZHI INC. 
1843,LJPC,La Jolla Pharmaceutical Company 
1844,LKCO,Luokung Technology Corp 
1845,LKFN,Lakeland Financial Corporation 
1846,LKQ,LKQ Corporation 
1847,LLIT,Lianluo Smart Limited 
1848,LLNW,"Limelight Networks, Inc. "
1849,LMAT,"LeMaitre Vascular, Inc. "
1850,LMB,"Limbach Holdings, Inc. "
1851,LMBS,First Trust Low Duration Opportunities ETF
1852,LMNL,Liminal BioSciences Inc. 
1853,LMNR,Limoneira Co 
1854,LMNX,Luminex Corporation 
1855,LMPX,"LMP Automotive Holdings, Inc. "
1856,LMRK,Landmark Infrastructure Partners LP 
1857,LMRKN,Landmark Infrastructure Partners LP 
1858,LMRKO,Landmark Infrastructure Partners LP 
1859,LMRKP,Landmark Infrastructure Partners LP 
